url_path,views_total,views_unique
/antonioscalaunina/ANTI-FASc,6,6
/antonioscalaunina/ANTI-FASc/blob/main/src/k223d/README.md,2,2
/antonioscalaunina/ANTI-FASc/blob/main/Example1_Tohoku.md,1,1
