url_path,views_total,views_unique
/antonioscalaunina/ANTI-FASc,10,7
/antonioscalaunina/ANTI-FASc/blob/main/Example1_Tohoku.md,6,2
/antonioscalaunina/ANTI-FASc/blob/main/Example3_Makran_Hazard.md,4,1
/antonioscalaunina/ANTI-FASc/tree/main,2,2
/antonioscalaunina/ANTI-FASc/wiki,2,2
/antonioscalaunina/ANTI-FASc/blob/main/Example2_Maule.md,1,1
/antonioscalaunina/ANTI-FASc/blob/main/Exercise_Hazard_in_Med.md,1,1
/antonioscalaunina/ANTI-FASc/blob/main/src/k223d/README.md,1,1
